"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Curacao","CUW","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336.716499794267","377.816705151684","304.813796293917","195.887337986042","197.53834225765","213.928115996788","206.652528698539","212.20714333941","242.022387895582","255.218420486335","235.579355709226","269.835360304459","331.660741493144","256.017418053253","230.584766584767","326.039557701293","228.693291973633","","",
"Cyprus","CYP","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3424070216596","38.1958842276115","31.4592604314214","20.2700150819689","23.7824714377181","23.7503358086942","21.6890176377661","12.9812933901557","13.2877915069491","13.3353527656362","16.0622951012649","16.0191991454553","16.9319644155989","14.8321533139378","12.7885316271159","","","","",
"Czechia","CZE","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24573228679515","2.85375649652801","3.06927380680676","2.94444161228007","3.0567789613676","2.90225170210695","2.98540058703236","3.10918227820656","3.44011536514271","3.70922298551471","3.99745938164905","4.50231747753604","4.40187160801519","4.18985806087285","3.80853478244199","4.307474852966","4.06370491637722","","",
"Germany","DEU","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.19864065538119","1.20101208610844","1.21465775865966","1.37219007001329","1.37150843732833","1.34156559744134","1.30266302071832","1.2842393790268","1.26125569935365","1.28999073056211","1.30923298052664","1.33030536827064","1.35217964810362","1.37776662189001","1.36128633646298","1.55970977832467","1.39765738692668","","",
"Djibouti","DJI","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62786819114195","","","","",
"Dominica","DMA","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.72619376207563","3.60097545411035","3.86353366470854","2.93781256307327","3.65720402292443","3.05255706954521","2.7512719173745","2.23267509158303","3.18511912345522","2.78435772763163","2.53446250849972","2.68674944026053","3.40094985108267","3.15914961255712","2.53428156064595","3.1980031980032","3.29892105875961","","",
"Denmark","DNK","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3567318779579","8.02284418278672","7.0776631558246","4.57434474820017","4.97501608421377","4.92968580697137","4.67992161593464","4.65474034191003","7.13663979131693","8.30887415001432","9.18086508138926","9.8777230745073","10.0420298744719","8.92437675586641","7.94412882510799","8.85412385727463","7.29722001893919","","",
"Dominican Republic","DOM","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.513112570470269","1.1184327130801","1.24030832744018","1.21116738712015","1.23916379621613","1.36728826709537","1.382947480851","1.4520802144821","","","","","","",
"Algeria","DZA","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.397899192768967","0.348254557719563","0.476995803072298","0.448197069774447","0.394955413110861","0.497301792175607","0.558149778768962","0.559998259129858","0.605787280302008","0.543391022065864","0.563103444907705","0.627303954541727","0.584282879804888","0.529613624776635","0.508024855972719","0.607125492509303","0.631898804803393","","",
